_id,tags,software,course_num,course_name,course_back,students,teacher,course_url,course_time,get_time,course_info,permission,teacher_url,push_time,category,provide_data,course_page_url,core,teacher_title,suit_people,level
ObjectId(5896a51905d3492d308ae348),企业应用/App制作/个性化定制,FileMaker,4,FileMaker 14 高级教学（三）逻辑解决方案：函数篇（上）,FileMaker 的开发者将函数用于许多作业中，包括定义函数字段，创建自动输入和验证功能，过滤入口等。正因为函数是如此广泛的在 FileMaker 的解决方案中被应用，掌握函数被看作是成为一名专业开发者的重要的一环。,2759,FileMaker,http://www.jikexueyuan.com/course/2366.html,35,2017-02-04 11:28:03,本章作为函数的上篇我们将了解一些常用的函数，学习怎样新建函数字段并且运用函数字段作为自动输入和验证选项。,public,http://my.jikexueyuan.com/filemaker/record/,2015-12-16,FileMaker,是,http://www.jikexueyuan.com/course/?pageNum=14,1. 创建计算字段。2. 将计算公式用于字段的自动填充和检验。3. 数值函数4. 文本函数5. 日期与时间函数,官方合作课程,所有人        ,初级
ObjectId(5896a51905d3492d308ae349),Python/字符串操作,"python idel, vim, notepad++",4,Python 字符串,在程序中，对字符串的操作是很普遍存在的，Python 如何操作字符串？它提供了哪些便捷的方法？本课程将为你揭开 python 字符串的面纱。,3368,qiwsir,http://www.jikexueyuan.com/course/2441.html,46,2017-02-04 11:28:07,本课程主要讲解 Python 字符串知识，包括字符串简介、字符串的基本操作、常用字符串方法、字符串格式化输出和编码，帮助初学者理解字符串的相关操作。,public,http://my.jikexueyuan.com/0SqkjXVqq/record/,2016-01-14,Python 基础,是,http://www.jikexueyuan.com/course/?pageNum=11,1. 字符串初步知识2. 字符串基本操作3. 常用字符串方法4. 字符串格式化输出和编码,极客学院签约布道师,初学者        ,初级
ObjectId(5896a51905d3492d308ae34a),数据分析,Windows、Linux,4,数据可视化—多变量关系可视化,处理多个变量时，除了观察每个变量自己的特点，还要注意两个变量之间是否会相互作用、相互影响。借助合适的图表，可使变量间的关系更容易分辨。,2598,stonedog,http://www.jikexueyuan.com/course/2337.html,63,2017-02-04 11:28:12,本课时继续讲解在 R 基础绘图体系中，双变量关系的可视化方法，并对 R 中的另一种绘图体系Lattice 的特点和强大之处进行介绍。,public,http://my.jikexueyuan.com/0HVPaWjkV/record/,2015-12-08,数据挖掘,是,http://www.jikexueyuan.com/course/?pageNum=15,1.双变量的可视化2.多变量的可视化3.分组可视化,极客学院签约布道师,数据分析人员        ,初级
ObjectId(5896a51905d3492d308ae34b),Unity3D/FX Maker,Unity3D 5.1、Visual Studio 2013,3,FX Maker 进阶,"FX Maker 是 Unity3D 里一款非常流行的效果制作插件。不但有超过300种效果预制体, 还可以自己制作效果。包含 Mesh Effect 和 Particle Effect。在制作手机游戏特效时，常使用 FX Maker 来制作各种绚丽多彩的特效。",2750,王传炜,http://www.jikexueyuan.com/course/2312.html,36,2017-02-04 11:28:15,本课程主要介绍 FX Maker 插件的进阶知识，通过对该插件里特殊特效的制作进行讲解和操作演示，完成对 FX Maker 插件各种特殊特效的了解和掌握。,public,http://my.jikexueyuan.com/wangchuanwei/record/,2015-12-01,Unity3D,是,http://www.jikexueyuan.com/course/?pageNum=16,1.能自我清理的特效2.制作带循环曲线的特效3.制作自定义的特效,极客学院签约布道师,具备一定 Unity3D、C# 基础的开发者        ,中级
ObjectId(5896a51905d3492d308ae34c),组合模式/ 设计模式/组合,Xcode 7、Objective-C,3,iOS 设计模式——组合,将对象组合成树形结构以表示“部分-整体”的层次结构，组合模式使得用户对单个对象和组合对象的使用具有一致性。组合设计模式可以解决某些线性结构无法解决的难题（如编写文件夹目录结构等类似问题），掌握它具有很实用的意义。,3807,YouXianMing,http://www.jikexueyuan.com/course/2285.html,64,2017-02-04 11:28:19,本课程主要讲解设计模式中的组合模式，并通过简单的实例讲解如何使用组合模式。,public,http://my.jikexueyuan.com/youxianming/record/,2015-11-24,iOS,是,http://www.jikexueyuan.com/course/?pageNum=17,1. 何为树形结构2. 何为组合模式3. 组合模式可以解决的问题,极客学院签约布道师,iOS 开发人员、理解面向对象编程        ,高级
ObjectId(5896a51905d3492d308ae34d),Apache Kylin,无,1,基于 Apache Usergrid 打造移动互联网时代的 Baas 平台,2015年10月24日-25日，全球最大的开源软件基金会 Apache Software Foundation（目前有超过200个以上的项目，从20年前起步的 Apache Web Server，到目前最火爆的云计算（Mesos，CloudStack..），数据库（Cassandra，HBase， ClouchDB..），大数据（Hadoop，Spark，Storm..），开发语言/框架等等），与开源社携手举办线下+线上的 Apapche Roadshow 2015 - China，本课程为其会议内容的一部分——阿帕奇项目亮点。,2774,极客学院_NR,http://www.jikexueyuan.com/course/2286.html,30,2017-02-04 11:28:23,"主讲人：刘少壮，环信联合创始人, CTO, Apache Usergrid Committer本话题主要对 BaaS 及 Apache Usergrid 架构进行简要介绍，并对 Apache Usergrid 架构的特性及设计目标进行详细讲解。",public,http://my.jikexueyuan.com/0yVXPkakV/record/,2015-11-24,Hadoop,否,http://www.jikexueyuan.com/course/?pageNum=17,1.构建自己的 BaaS 所要具备的特性2.生产环境 BaaS 架构介绍3.Apache Usergrid 是什么以及特性4.Apache Usergrid 架构以及设计目标,极客学院金牌布道师,数据工程师，数据分析师        ,初级
ObjectId(5896a51905d3492d308ae34e),物联网/无线网,Windows,3,物联网技术导论（六）无线宽带网络,网络构建层在物联网4层体系结构中连接感知识别出和管理服务层，无线宽带网络技术的介入对加快物联网的实现具有重要的意义。本课程重点讲述不同无线宽带技术的架构和特点。,2463,njukevie,http://www.jikexueyuan.com/course/2289.html,45,2017-02-04 11:28:27,无线宽带技术覆盖范围较广，传输速度较快，为物联网提供高速可靠廉价且不受接入设备位置限制的互联手段。本课程将以Wi‐Fi和WiMAX为例讨论无线宽带技术。,public,http://my.jikexueyuan.com/0mjVUkUUj/record/,2015-11-25,移动通信,是,http://www.jikexueyuan.com/course/?pageNum=17,1.无线网络概述2.无线局域网3.无线城域网,极客学院签约布道师,具备一定的网络基础        ,初级
ObjectId(5896a51905d3492d308ae34f),HBase,HBase1.0、Ubunt14,3,HBase 高级特性之快照,本课程是《HBase 系统管理员》体系课程的一个课程，主要介绍 HBase 的一个高级特性--快照。,2544,ujnzhoubing,http://www.jikexueyuan.com/course/2290.html,23,2017-02-04 11:28:30,本课程主要介绍 HBase 的一个高级特性--快照。包括什么是快照，快照的优势及基本原理，与快照相关的一些操作以及快照的应用场景。,public,http://my.jikexueyuan.com/0JVXPkgkX/record/,2015-11-25,Hbase,是,http://www.jikexueyuan.com/course/?pageNum=17,1. 快照简介2. 快照的操作3. 快照的应用场景,极客学院签约布道师,HBase 系统管理员        ,高级
ObjectId(5896a51905d3492d308ae350),Xcode 7/ iOS 9/Adaptive Layout/Auto Layout/weather,Xcode 7，OS X EI Capitan,4,利用 Adaptive Layout 设计用户界面之UI设计基础,随着 Apple 产品的层出不穷，各种屏幕大小的 iPhone 和 iPad 设备，让开发者在设计用户界面的时候心有余悸，大量的时间花在了如何完美的呈现界面元素上面。Adaptive Layout 技术的出现彻底改变了这一现状，可以让开发者有更多的时间关注在 App 本身的功能或代码的优化上面。,4101,刘铭—iOS,http://www.jikexueyuan.com/course/2291.html,45,2017-02-04 11:28:33,本课程讲解通过 Universal storyboard（通用故事板）搭建 Weather 应用程序的用户界面的相关知识。内容包含利用 Auto Layout（自动布局）的 constraints（约束）进行用户界面的布局，利用 Adaptive Layout（自适应布局）的 size classes 特性，仅设计一套用户界面便可以在所有的 iOS 设备上呈现出完美的效果。同时，还会介绍自适应字体及与设备相关图片的知识。,public,http://my.jikexueyuan.com/liuming/record/,2015-11-25,iOS,是,http://www.jikexueyuan.com/course/?pageNum=17,1.Universal storyboard（通用故事板）2.利用 Auto Layout 的约束对界面元素进行布局3.利用 Adaptive Layout 的 Size Classes 特性为各种 iOS 设备进行个性化布局4.自适应字体和与设备相关图片的设置,极客学院签约布道师,iOS 中级程序员        ,中级
ObjectId(5896a51905d3492d308ae351),Apache Kylin/Tachyon,无,1,大数据存储系统 Tachyon 的最新进展与用例分析,2015年10月24日-25日，全球最大的开源软件基金会 Apache Software Foundation（目前有超过200个以上的项目，从20年前起步的 Apache Web Server，到目前最火爆的云计算（Mesos，CloudStack..），数据库（Cassandra，HBase， ClouchDB..），大数据（Hadoop，Spark，Storm..），开发语言/框架等等），与开源社携手举办线下+线上的 Apapche Roadshow 2015 - China，本课程为其会议内容的一部分——阿帕奇项目亮点。,2893,极客学院_NR,http://www.jikexueyuan.com/course/2292.html,29,2017-02-04 11:28:37,主讲人：范斌，Software Engineer，Tachyon Nexus本话题主要介绍大数据存储系统 Tachyon，并对其系统架构、用例及 Tachyon0.8 最新功能进行详细讲解。,public,http://my.jikexueyuan.com/0yVXPkakV/record/,2015-11-25,Hadoop,否,http://www.jikexueyuan.com/course/?pageNum=17,1.Tachyon 介绍2.Tachyon 系统架构3.Tachyon 用例4.Tachyon0.8 最新功能,极客学院金牌布道师,数据工程师，数据分析师        ,初级
ObjectId(5896a51905d3492d308ae352),JavaScript/Node.js/console,Node.js,3,Node.js 终端问答程序开发实战,终端的问答程序，在实际开发中确实有开发需求。这种终端的程序应用也十分广泛，通常，我们在终端运行的程序，几乎都属于终端问答程序。,3855,曾亮LiangZeng,http://www.jikexueyuan.com/course/2288.html,43,2017-02-04 11:28:41,本课程通过实战的方式，讲解 Node.js 终端问答程序开发。内容包括终端的问答机制，终端文本颜色设定和终端参数的解析。,public,http://my.jikexueyuan.com/zengliang/record/,2015-11-25,Node.js 基础,是,http://www.jikexueyuan.com/course/?pageNum=17,1. 终端的问答机制2. 终端文本颜色设定3. 终端参数的解析,极客学院签约布道师,Node.js 开发人员        ,中级
ObjectId(5896a51905d3492d308ae353),SET/关联式容器,Win7、VS2010,3,关联式容器之 Set/Multiset 类模板（一）,Set 容器能顺序存储一组值。在一个集合中，集合元素既充当存储的数据，又充当数据的关键码。几个更像一个有序链表，元素以升序的顺序存储。,2233,今夜有风,http://www.jikexueyuan.com/course/2293.html,36,2017-02-04 11:28:45,本课程主要讲解关联式容器的概念、set 容器的定义以及 set 和 multiset 的容量、搜寻和统计等内容。,public,http://my.jikexueyuan.com/ygjun/record/,2015-11-26,C++,是,http://www.jikexueyuan.com/course/?pageNum=17,1.关联式容器概述2.集合 set 的定义3.set 和 multiset 的容量、搜寻和统计,极客学院签约布道师,有一定的 C++ 基础、想从事 C++ 程序开发的初学者、热爱 C++ 程序开发的学者        ,中级
ObjectId(5896a51905d3492d308ae354),系统设置/服务器部署/Java Web服务器部署,Windows 7 + Eclipse + Tomcat 6 + MySQL 5.5,3,Java  Web 无限极分销系统设置模块程序开发与项目总结,该实战课程是基于目前微商的崛起，微分销肆意盛行之际，为学员特地录制的。该实战项目的课程让学员充分学到如何实现无限级微分销是如何用技术手段来实现的。从零开始，从前端、数据库设计、到后端功能开发、服务器部署上线、到后续优化与建议，一步一步详细讲解，一行一行代码实现整个项目的所有功能。让新手了解 Java 项目开发的整个流程和各个阶段所需要用到的技术，以及项目完工后怎么样部署到服务器上等等的细节流程。,3233,Auger,http://www.jikexueyuan.com/course/2294.html,73,2017-02-04 11:28:49,从本课程开始，进入项目的最后模块的程序编码开发阶段。本课程讲解的技能点，在实际开发项目中，有着举足轻重的作用。本课程主要实现了系统设置模块模块、以及自定义 JSP 标签和 EL 函数、项目总结与服务器部署项目！全程从细节点和新手容易犯的常用错误出发，逐步讲解，通俗易懂。,public,http://my.jikexueyuan.com/auger/record/,2015-11-26,,是,http://www.jikexueyuan.com/course/?pageNum=17,1.系统设置模块开发（一）2.系统设置模块开发（二）3.项目总结与服务器部署项目,极客学院签约布道师,有 JavaSE 基础，懂 JSP、Servlet 的开发者（即学完了 Java Web 的新手）        ,中级
ObjectId(5896a51905d3492d308ae355),数据统计,R、RStudio,4,数据可视化——基础绘图体系,“字不如表，表不如图”。在信息领域，图形要比文字、数字更能传情达意。由此，数字可视化是数据分析领域一个重要的分支。在 R 环境中，有三大基础绘图体系，本课程介绍基础绘图体系，并演示常见问题的可视化展示手段。,2643,stonedog,http://www.jikexueyuan.com/course/2296.html,54,2017-02-04 11:28:52,本课程主要讲解 R 基础绘图体系，介绍绘图环境中的重要概念、如何根据变量数据类型的不同选择不同的展示图型以及不同绘图方式等内容。,public,http://my.jikexueyuan.com/0HVPaWjkV/record/,2015-11-26,数据挖掘,是,http://www.jikexueyuan.com/course/?pageNum=17,1.图形设备2.数值型单变量的可视化（箱线图和直方图）3.数值型单变量的可视化（密度图和小提琴图）4.离散型单变量的可视化,极客学院签约布道师,数据分析人员        ,初级
ObjectId(5896a51905d3492d308ae356),Apache Kylin,无,1,集成 Kafka 与 Spark Streaming 构建企业级流数据处理平台,2015年10月24日-25日，全球最大的开源软件基金会 Apache Software Foundation（目前有超过200个以上的项目，从20年前起步的 Apache Web Server，到目前最火爆的云计算（Mesos，CloudStack..），数据库（Cassandra，HBase， ClouchDB..），大数据（Hadoop，Spark，Storm..），开发语言/框架等等），与开源社携手举办线下+线上的 Apapche Roadshow 2015 - China，本课程为其会议内容的一部分——阿帕奇项目亮点。,3418,极客学院_NR,http://www.jikexueyuan.com/course/2297.html,45,2017-02-04 11:28:56,主讲人：刘昊，北京亚信智慧数据科技 橘云数据操作平台 产品技术经理本课题主要对企业级流数据处理平台的业务场景、技术选型、产品化之路及社区互动等内容进行介绍讲解。,public,http://my.jikexueyuan.com/0yVXPkakV/record/,2015-11-26,Hadoop,否,http://www.jikexueyuan.com/course/?pageNum=17,1.业务场景介绍：实时营销 &amp; 实时服务 &amp; 实时监控2.技术选型: Kafka &amp; Codis &amp; Spark Streaming &amp; Spark SQL3.产品化之路4.社区互动,极客学院金牌布道师,数据工程师，数据分析师        ,初级
ObjectId(5896a51905d3492d308ae357),云计算/OpenStack,OpenStack kilo 版本，Ubuntu14_04_02,3,OpenStack 系统管理员课程介绍,本课程是《OpenStack 系统管理员课程》的第一个课程，主要面对 OpenStack 系统管理员，在已经了解了 OpenStack 安装的基础之上，学习 OpenStack 的管理与维护操作。,3342,ujnzhoubing,http://www.jikexueyuan.com/course/2295.html,14,2017-02-04 11:29:00,本课程会简要介绍 OpenStack 课程体系的讲解内容，以及 OpenStack 的概念和架构。,public,http://my.jikexueyuan.com/0JVXPkgkX/record/,2015-11-26,OpenStack,是,http://www.jikexueyuan.com/course/?pageNum=17,1. 课程简介2. OpenStack 中的服务3. OpenStack 概念架构4. OpenStack 逻辑架构,极客学院签约布道师,OpenStack 系统管理员、云计算爱好者        ,中级
ObjectId(5896a51905d3492d308ae358),Ruby/线程/Thread,Unix、Linux、OS X,3,Ruby 中的线程,线程是一个重要概念，交互的应用可以通过将交互线程和运算线程分开，来提高响应能力，提升用户体验。然而，在 Ruby 中线程并不难学。,2389,yeannylam,http://www.jikexueyuan.com/course/2298.html,11,2017-02-04 11:29:04,这一课讲解 Ruby 中的线程。线程是编程中的重要一部分，线程提供不开启额外进程也能同时执行任务的能力。,public,http://my.jikexueyuan.com/0NjqWWgXk/record/,2015-11-27,Ruby进阶,是,http://www.jikexueyuan.com/course/?pageNum=17,1. 线程的概念2. 线程的识别，创建与终止3. 线程的同步,极客学院签约布道师,Ruby 学习者        ,高级
ObjectId(5896a51905d3492d308ae359),分布式系统/高可用/zookeeper,Eclipse ，CentOS,3,ZooKeeper 实战(一),ZooKeeper 是一个开放源码的分布式协调服务，由知名互联网公司雅虎创建，是 Google Chubby 的开源实现。它致力于提供一个高性能、高可用、且具有严格的顺序访问控制能力的分布式协调服务。分布式应用可以基于它实现诸如数据发布/订阅、负载均衡、命名服务、分布式协调/通知，集群管理、Master 选举、分布式锁和分布式队列等功能。,5491,jike_iobit,http://www.jikexueyuan.com/course/2299.html,80,2017-02-04 11:29:07,本课程讲解 ZooKeeper 实战场景下 master 选举，数据的发布订阅，负载均衡的实现方法。,public,http://my.jikexueyuan.com/0JjaWWWkV/record/,2015-11-27,Zookeeper,是,http://www.jikexueyuan.com/course/?pageNum=17,1. master 选举2. 数据的发布订阅3. 负载均衡,极客学院签约布道师,有一定 Java 语言基础的开发者        ,中级
ObjectId(5896a51905d3492d308ae35a),CCNA,Windows/Linux,4,NAT 地址转发和 DHCP 服务,IPV4 地址日益稀缺，IPV6 技术还未全面普及。为了解决 IPV4 地址缺乏的现象，NAT 地址转发服务可以很好的缓解 IPV4 地址短缺的问题。我们的手机、计算机不需要配置IP地址就可以上网，这背后都是有 DHCP 服务的支撑，那么 DHCP 服务是如何工作的呢。如何在思科路由器上配置 DHCP ？本课程我们一起来学习。,2473,GeeMars,http://www.jikexueyuan.com/course/2300.html,38,2017-02-04 11:29:11,本课程主要介绍 NAT 地址转发和 DHCP 服务。,public,http://my.jikexueyuan.com/fangwenjun/record/,2015-11-27,思科认证,是,http://www.jikexueyuan.com/course/?pageNum=17,1.NAT 地址转发简介2.配置 NAT3.DHCP 服务简介4.部署 DHCP 服务,极客学院签约布道师,CCNA        ,初级
